"Azoxistrobina (estrobilurina) (125 g/L) + flutriafol (triazol) (125 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (125 g/L) + tebuconazol (triazol) (240 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (15 g/L) + fludioxonil (fenilpirrol) (37.5 g/L) + metalaxil-M (acilalaninato) (30 g/L) + tiabendazol (benzimidazol) (300 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (150 g/L) + Fluindapyr (pirazol carboxamida) (150 g/L) + difenoconazol (triazol) (187.5 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (180 g/kg) + Benzovindiflupyr (pirazol carboxamida) (90 g/kg) + difenoconazol (triazol) (225 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (200 g/L) + ciproconazol (triazol) (80 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (200 g/L) + difenoconazol (triazol) (125 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (200 g/L) + tebuconazol (triazol) (300 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (240 g/L) + Fluindapyr (pirazol carboxamida) (240 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (242 g/L) + ciproconazol (triazol) (96 g/L) + tiametoxam (neonicotin?ide) (182 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (250 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (250 g/L) + flutriafol (triazol) (250 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (30 g/L) + clorotalonil (isoftalonitrila) (400 g/L) + ciproconazol (triazol) (25 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (300 g/kg) + Benzovindiflupyr (pirazol carboxamida) (150 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (300 g/L) + difenoconazol (triazol) (200 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (37.5 g/kg) + Protioconazol (Triazolinthione) (37.5 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (525 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (40 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (600 g/kg) + tebuconazol (triazol) (40 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (40 g/L) + clorotalonil (isoftalonitrila) (500 g/L) + difenoconazol (triazol) (40 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (400 g/L) + ciproconazol (triazol) (160 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (45 g/kg) + ciproconazol (triazol) (30 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (675 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (47 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (597 g/kg) + tebuconazol (triazol) (56 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (50 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (700 g/kg)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (500 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (53 g/L) + clorotalonil (isoftalonitrila) (650 g/L) + ciproconazol (triazol) (16 g/L)",B-INGREDIENTE_ATIVO
"Azoxistrobina (estrobilurina) (600 g/kg) + ciproconazol (triazol) (240 g/kg)",B-INGREDIENTE_ATIVO
"Bacillus amyloliquefaciens BAC105 (Biol?gico) (125 g/kg) + Bacillus licheniformis BAC112 (Biol?gico) (125 g/kg) + Bacillus subtilis BAC004 (Biol?gico) (125 g/kg) + Bacillus velezensis BAC079 (Biol?gico) (125 g/kg)",B-INGREDIENTE_ATIVO
"bentazona (benzotiadiazinona) (480 g/L)",B-INGREDIENTE_ATIVO
"bentazona (benzotiadiazinona) (600 g/L)",B-INGREDIENTE_ATIVO
"benziladenina (citocinina) (18.8 g/L) + benziladenina (citocinina) (18.8 g/L) + ?cido giber?lico (giberelina) (18.8 g/L) + ?cido giber?lico (giberelina) (18.8 g/L)",B-INGREDIENTE_ATIVO
"benziladenina (citocinina) (19 g/L) + ?cido giber?lico (giberelina) (19 g/L)",B-INGREDIENTE_ATIVO
"benziladenina (citocinina) (20 g/L)",B-INGREDIENTE_ATIVO
"Benzoato de Emamectina (avermectina) (50 g/kg)",B-INGREDIENTE_ATIVO
"Benzoato de Emamectina (avermectina) (50 g/kg) + lufenurom (benzoilur?ia) (400 g/kg)",B-INGREDIENTE_ATIVO
"Benzovindiflupyr (pirazol carboxamida) (150 g/kg) + ciproconazol (triazol) (375 g/kg)",B-INGREDIENTE_ATIVO
"Benzovindiflupyr (pirazol carboxamida) (50 g/L) + Picoxistrobina (estrobilurina) (100 g/L)",B-INGREDIENTE_ATIVO
"Benzovindiflupyr (pirazol carboxamida) (60 g/L) + ciproconazol (triazol) (90 g/L) + difenoconazol (triazol) (150 g/L)",B-INGREDIENTE_ATIVO
"Benzovindiflupyr (pirazol carboxamida) (75 g/L) + Protioconazol (Triazolinthione) (150 g/L)",B-INGREDIENTE_ATIVO
"Benzovindiflupyr (pirazol carboxamida) (90 g/kg) + Pidiflumetofen (carboxamida) (90 g/kg) + ciproconazol (triazol) (180 g/kg)",B-INGREDIENTE_ATIVO
"beta-ciflutrina (piretr?ide) (100 g/L) + tiacloprido (neonicotin?ide) (12.5 g/L)",B-INGREDIENTE_ATIVO
"beta-ciflutrina (piretr?ide) (12.5 g/L) + imidacloprido (neonicotin?ide) (100 g/L)",B-INGREDIENTE_ATIVO
"beta-ciflutrina (piretr?ide) (125 g/L)",B-INGREDIENTE_ATIVO
"beta-ciflutrina (piretr?ide) (40 g/L) + triflumurom (benzoilur?ia) (288 g/L)",B-INGREDIENTE_ATIVO
"Beta-Cipermetrina (piretr?ide) (100 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (100 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (100 g/L) + diafentiurom (feniltiour?ia) (500 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (120 g/L) + lufenurom (benzoilur?ia) (140 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (135 g/L) + imidacloprido (neonicotin?ide) (165 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (180 g/L) + zeta-cipermetrina (piretr?ide) (200 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (195 g/L) + clorantraniliprole (antranilamida) (60 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (25 g/L) + metomil (metilcarbamato de oxima) (200 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (300 g/L) + sulfoxaflor (sulfoxaminas) (250 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (400 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (50 g/L) + carbossulfano (metilcarbamato de benzofuranila) (150 g/L)",B-INGREDIENTE_ATIVO
"bifentrina (piretr?ide) (50 g/L) + imidacloprido (neonicotin?ide) (250 g/L)",B-INGREDIENTE_ATIVO
"Bistriflurom (benzoilur?ia) (100 g/L)",B-INGREDIENTE_ATIVO
"Bixafem (carboxamida) (125 g/L) + Protioconazol (Triazolinthione) (175 g/L) + trifloxistrobina (estrobilurina) (150 g/L)",B-INGREDIENTE_ATIVO
"Bixlozona (Clorofenil isoxazolidinonas) (400 g/L)",B-INGREDIENTE_ATIVO
"Bixlozona (Clorofenil isoxazolidinonas) (450 g/L) + sulfentrazona (triazolona) (150 g/L)",B-INGREDIENTE_ATIVO
"Boscalida (anilida) (200 g/L) + dimoxistrobin (estrobilurina) (200 g/L)",B-INGREDIENTE_ATIVO
"bromuconazol (triazol) (200 g/L)",B-INGREDIENTE_ATIVO
"buprofezina (tiadiazinona) (250 g/kg)",B-INGREDIENTE_ATIVO
"buprofezina (tiadiazinona) (250 g/L)",B-INGREDIENTE_ATIVO
"cadusaf?s (organofosforado) (100 g/kg)",B-INGREDIENTE_ATIVO
"cadusaf?s (organofosforado) (200 g/L)",B-INGREDIENTE_ATIVO
"captana (dicarboximida) (350 g/L) + carbendazim (benzimidazol) (150 g/L)",B-INGREDIENTE_ATIVO
"captana (dicarboximida) (480 g/L)",B-INGREDIENTE_ATIVO
"carbendazim (benzimidazol) (125 g/L) + tebuconazol (triazol) (125 g/L)",B-INGREDIENTE_ATIVO
"carbendazim (benzimidazol) (150 g/L) + tiram (dimetilditiocarbamato) (350 g/L)",B-INGREDIENTE_ATIVO
"carbendazim (benzimidazol) (250 g/L) + tebuconazol (triazol) (125 g/L)",B-INGREDIENTE_ATIVO
"carbendazim (benzimidazol) (250 g/L) + tetraconazol (triazol) (50 g/L)",B-INGREDIENTE_ATIVO
"carbendazim (benzimidazol) (500 g/L)",B-INGREDIENTE_ATIVO
"Carbonato de cobre (inorg?nico) (534.55 g/L) + enxofre (inorg?nico) (149.53 g/L)",B-INGREDIENTE_ATIVO
"carboxina (carboxanilida) (200 g/L) + tiram (dimetilditiocarbamato) (200 g/L)",B-INGREDIENTE_ATIVO
"carfentrazona-et?lica (triazolona) (15 g/L) + clomazona (isoxazolidinona) (600 g/L)",B-INGREDIENTE_ATIVO
"carfentrazona-et?lica (triazolona) (400 g/L)",B-INGREDIENTE_ATIVO
"Cerevisane (Bioqu?mico) (100 g/L)",B-INGREDIENTE_ATIVO
"Chrysodeixis includens nucleopolyhedrovirus (Produto Microbiol?gico) (10 g/kg)",B-INGREDIENTE_ATIVO
"Ciantraniliprole (antranilamida) (100 g/L)",B-INGREDIENTE_ATIVO
"Ciantraniliprole (antranilamida) (600 g/L)",B-INGREDIENTE_ATIVO
"Ciclaniliprole (antranilamida) (50 g/L)",B-INGREDIENTE_ATIVO
"cimoxanil (acetamida) (80 g/kg) + mancozebe (alquilenobis(ditiocarbamato)) (640 g/kg)",B-INGREDIENTE_ATIVO
"cinetina (citocinina) (.416 g/L)",B-INGREDIENTE_ATIVO
"Cinnamomum verum (?leo Essencial) (Derivado vegetal) (66 g/L)",B-INGREDIENTE_ATIVO
"cipermetrina (piretr?ide) (200 g/L)",B-INGREDIENTE_ATIVO
"cipermetrina (piretr?ide) (220 g/L) + tiametoxam (neonicotin?ide) (110 g/L)",B-INGREDIENTE_ATIVO
"cipermetrina (piretr?ide) (250 g/L)",B-INGREDIENTE_ATIVO
"cipermetrina (piretr?ide) (40 g/L) + profenof?s (organofosforado) (400 g/L)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (100 g/L)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (150 g/L) + difenoconazol (triazol) (250 g/L)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (160 g/L) + trifloxistrobina (estrobilurina) (375 g/L)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (210 g/kg) + trifloxistrobina (estrobilurina) (490 g/kg)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (300 g/kg) + tiametoxam (neonicotin?ide) (300 g/kg)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (80 g/L) + oxicloreto de cobre (inorg?nico) (420 g/L)",B-INGREDIENTE_ATIVO
"ciproconazol (triazol) (80 g/L) + propiconazol (triazol) (250 g/L)",B-INGREDIENTE_ATIVO
"ciprodinil (anilinopirimidina) (375 g/kg) + fludioxonil (fenilpirrol) (250 g/kg)",B-INGREDIENTE_ATIVO
"ciprodinil (anilinopirimidina) (750 g/kg)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (120 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (140 g/L) + Fluroxipir-mept?lico (?cido piridiniloxialcan?ico) (288 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (150 g/L) + haloxifope-P-met?lico (?cido ariloxifenoxipropi?nico) (50 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (240 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (240 g/L) + haloxifope-P-met?lico (?cido ariloxifenoxipropi?nico) (123.6 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (240 g/L) + quizalofope-P-et?lico (?cido ariloxifenoxipropi?nico) (120 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (250 g/L) + haloxifope-P-met?lico (?cido ariloxifenoxipropi?nico) (200 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (360 g/L)",B-INGREDIENTE_ATIVO
"cletodim (oxima ciclohexanodiona) (50 g/L) + fenoxaprope-P-et?lico (?cido ariloxifenoxipropi?nico) (50 g/L)",B-INGREDIENTE_ATIVO
"Clodinafope-Propargil (?cido ariloxifenoxipropi?nico) (240 g/L)",B-INGREDIENTE_ATIVO
"clomazona (isoxazolidinona) (250 g/L) + sulfentrazona (triazolona) (100 g/L)",B-INGREDIENTE_ATIVO
"clomazona (isoxazolidinona) (360 g/L)",B-INGREDIENTE_ATIVO
"clomazona (isoxazolidinona) (500 g/L)",B-INGREDIENTE_ATIVO
"cloransulam-met?lico (sulfonanilida triazolopirimidina) (840 g/kg)",B-INGREDIENTE_ATIVO
"clorantraniliprole (antranilamida) (100 g/L) + lambda-cialotrina (piretr?ide) (50 g/L)",B-INGREDIENTE_ATIVO
"clorantraniliprole (antranilamida) (200 g/L)",B-INGREDIENTE_ATIVO
"clorantraniliprole (antranilamida) (625 g/L)",B-INGREDIENTE_ATIVO
"cloreto de benzalc?nio (am?nio quatern?rio) (100 g/L)",B-INGREDIENTE_ATIVO
"clorfenapir (an?logo de pirazol) (240 g/L)",B-INGREDIENTE_ATIVO
"clorfluazurom (benzoilur?ia) (100 g/L)",B-INGREDIENTE_ATIVO
"clorfluazurom (benzoilur?ia) (50 g/L)",B-INGREDIENTE_ATIVO
"Cloridrato de cartape (bis(tiocarbamato)) (500 g/kg)",B-INGREDIENTE_ATIVO
"clorimurom-et?lico (sulfonilur?ia) (100 g/kg) + flumioxazina (ciclohexenodicarboximida) (200 g/kg) + imazetapir (imidazolinona) (400 g/kg)",B-INGREDIENTE_ATIVO
"clorimurom-et?lico (sulfonilur?ia) (103 g/kg) + flumioxazina (ciclohexenodicarboximida) (300 g/kg)",B-INGREDIENTE_ATIVO
"clorimurom-et?lico (sulfonilur?ia) (150 g/kg) + imazetapir (imidazolinona) (450 g/kg)",B-INGREDIENTE_ATIVO
"clorimurom-et?lico (sulfonilur?ia) (250 g/kg)",B-INGREDIENTE_ATIVO
"clorimurom-et?lico (sulfonilur?ia) (750 g/kg)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (350 g/L) + tiofanato-met?lico (benzimidazol (precursor de)) (140 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (375 g/L) + ciproconazol (triazol) (40 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (375 g/L) + fluxapiroxade (carboxamida) (37.5 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (400 g/kg) + oxicloreto de cobre (inorg?nico) (420 g/kg)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (425 g/L) + tiofanato-met?lico (benzimidazol (precursor de)) (170 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (450 g/L) + tebuconazol (triazol) (50 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (500 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (500 g/L) + difenoconazol (triazol) (50 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (500 g/L) + dimetomorfe (morfolina) (100 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (571.4 g/L) + impirfluxam (carboxamida) (17.1 g/L) + metominostrobin (estrobilurina) (34.3 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (580 g/L) + ciproconazol (triazol) (12.8 g/L) + trifloxistrobina (estrobilurina) (30 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (580 g/L) + difenoconazol (triazol) (30 g/L) + trifloxistrobina (estrobilurina) (24 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (600 g/kg) + ciproconazol (triazol) (40 g/kg) + trifloxistrobina (estrobilurina) (80 g/kg)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (600 g/kg) + tiofanato-met?lico (benzimidazol (precursor de)) (240 g/kg)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (720 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (750 g/L) + tebuconazol (triazol) (60 g/L)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (825 g/kg)",B-INGREDIENTE_ATIVO
"clorotalonil (isoftalonitrila) (850 g/kg)",B-INGREDIENTE_ATIVO
"clorpirif?s (organofosforado) (480 g/L)",B-INGREDIENTE_ATIVO
"Clotianidina (neonicotin?ide) (600 g/L)",B-INGREDIENTE_ATIVO
"cresoxim-met?lico (estrobilurina) (100 g/L) + tebuconazol (triazol) (125 g/L)",B-INGREDIENTE_ATIVO
"cromafenozida (diacilhidrazina) (50 g/kg)",B-INGREDIENTE_ATIVO
"cromafenozida (diacilhidrazina) (50 g/L)",B-INGREDIENTE_ATIVO
"deltametrina (piretr?ide) (25 g/L)",B-INGREDIENTE_ATIVO
"diafentiurom (feniltiour?ia) (500 g/L)",B-INGREDIENTE_ATIVO
"Dibrometo de diquate (bipirid?lio) (200 g/L)",B-INGREDIENTE_ATIVO
"Dibrometo de diquate (bipirid?lio) (373.5 g/L)",B-INGREDIENTE_ATIVO
